Country,Name,Description,City,Founders,Funding,Funding rounds,Industries,Number of employees,Number of investors,Started in
France,25) Voodoo,Voodoo is a gaming app headquartered in Paris that creates and distributes mobile video games.,Paris,"Alexandre Yazdi, Laurent Ritter","$201,000,000",5,"Casual Games, Mobile Apps, Online Games",251-500,"5 (Goldman Sachs, Tencent, SAIF Partners, Tikehau Capital, Thomas Dadashi)",2013
France,26) ULTRA,The blockchain revolution is coming to the game industry because to Ultra.,Paris,"David Hanson, Nicolas Gilot","$5,000,000",1,"Blockchain, Computer, Gaming, Video Games",11-50,1 (ZBS CAPITAL),2017
France,27) Platform.sh,"Platform.sh is a complete online platform that enables businesses to create, manage, and expand their websites and apps.",Paris,"Damien Tournoud, Fred Plais, Ori Pekelman, Ryan Szrama","$47,300,000",4,"Cloud Management, Internet, Open Source, PaaS, Software",101-250,"8 (Idinvest Partners, Benhamou Global Ventures, Isai, Partech, Alven)",2010
France,28) Ivalua,Ivalua offers a modular suite of web-based spend management solutions that covers the entire Spend Management spectrum.,Orsay,David Khuat-Duy,"$134,378,999",3,"Procurement, SaaS, Software",51-100,"3 (Tiger Global Management, Kohlberg Kravis Roberts, Ardian)",2000
France,29) SapioX,Bringing teachers and students together,Théoule-sur-mer,"David Karlin, Olesya Tarasova","€ 90,000",2,"E-Learning, EdTech, Education, Information Services, Information Technology, Internet, Tutoring",1-10,,2020
France,30) Wethenew,"The #1 marketplace in France for buying and selling fresh, original, and limited sneakers and streetwear.",Paris,"David Benhaim, Michael Holzmann","€ 11,000,000",2,"E-Commerce, Fashion, Marketplace, Retail",51-100,"6 (Angelsquare, Singular, Alexandre Yazdi, Christian Jorge, Sohail Prasad)",2018
France,31) Qonto,"Qonto uses technology, attractive design, and world-class customer service to make business banking simple, efficient, and transparent.",Paris,"Alexandre Prot, Steve Anavi","$151,542,812",4,"Banking, Financial Services, FinTech",101-250,"8 (Tencent, DST Global, Taavet Hinrikus, European Investment Bank, The Family)",2016
France,32) BlaBlaCar,BlaBlaCar is a long-distance carpooling website that links drivers with empty seats and passengers to split the expense of travel.,Paris,"Francis Nappez, Frédéric Mazzella, Nicolas Brusson","$563,534,130",7,"Car Sharing, Collaborative Consumption, Internet, Peer to Peer, Ride Sharing, Transportation, Travel",251-500,"15 (Accel, Index Ventures, Insight Partners, Lead Edge Capital, Isai)",2006
France,33) Expensya,Expensya is a software company that helps organizations automate their spending management.,Paris,"Jihed Othmani, Karim Jouini","$25,600,000",4,"Accounting, FinTech, SaaS, Software",101-250,"5 (Bpifrance, Isai, Silicon Badia, Seventure Partners, MAIF Avenir)",2014
France,34) LumApps,"LumApps is a social, mobile, and intelligent intranet that connects and engages all employees in an one location.",Paris,"Elie Melois, Lionel Grivel, Olivier Chanoux, Sebastien Ricard","$102,000,000",3,"Apps, Enterprise Software, Information Technology, SaaS, Social Network",101-250,"5 (Bpifrance, Idinvest Partners, GS Growth, Iris Capital, Famillie C (Clarins Family))",2012
France,35) IDEMIA,IDEMIA provides identity and security solutions for a world that is becoming increasingly digital and networked.,Courbevoie,,"$12,829,493",1,"Identity Management, Information Technology, Network Security",10001+,,2007
France,36) Epsor,Employee savings and retirement programs are designed and distributed by Epsor.,Paris,"Benjamin Pedrini, Julien Murgey, Julien Niquet","€ 27,300,000",4,"Employee Benefits, Financial Services, FinTech",11-50,"5 (Augmentum Fintech, Partech, BlackFin Capital Partners, Didier Valet, Gaia Capital Partners)",2017
France,37) Lydia,"Lydia is a peer-to-peer (P2P) payment platform that lets users get accounts, credit cards, loans, insurance, and gift cards.",Paris,"Antoine Porte, Cyril Chiche","$159,643,940",6,"E-Commerce, Financial Services, FinTech, Mobile Payments",101-250,"10 (Accel, Tencent, XAnge, Founders Future, NewAlpha Asset Management)",2013
France,38) Finary,Finary is an online platform that allows anyone to keep track of and manage their money.,Paris,"Julien Blancher, Mounir Laggoune","€ 2,200,000",1,"Asset Management, Financial Services, FinTech, Personal Finance, Wealth Management",1-10,"5 (Y Combinator, Speedinvest, Kima Ventures, Didier Valet, Raphael Vullierme)",2020
France,39) Matera,"Matera connects co-owners with lawyers, accountants, and web developers to help them manage their building.",Paris,"Jeremy Krebs, Raphael Di Meglio, Victor Prigent","€ 46,500,000",3,"Accounting, Construction, Real Estate",11-50,"9 (Index Ventures, Bpifrance, Kima Ventures, Mubadala Capital | Ventures Europe, Samaipata)",2017
France,40) Withings,"Withings is a company that makes smart gadgets for digital health and wellness, such as fitness trackers and watches.",Issy-les-moulineaux,"Cedric Hutchings, Eric Carreel, Fred Potter","$93,846,119",3,"Apps, Consumer Electronics, Health Care, Software, Wellness",101-250,"9 (Bpifrance, Idinvest Partners, ACE & Company, Gilde Healthcare, 360 Capital)",2008
France,41) EasyMile,EasyMile is a high-tech startup that specializes in both autonomous car software and smart mobility solutions.,Toulouse,"Gilbert Gagnaire, Philippe Ligier","€ 77,118,623",4,"Automotive, Autonomous Vehicles, Electric Vehicle, Robotics, Software, Transportation",101-250,"7 (Bpifrance, Continental, Searchlight Capital Partners, EASME - EU Executive Agency for SMEs, Alstom)",2014
France,42) OpenClassrooms,"With over 2 million members and entirely online degrees, OpenClassrooms is a European online education network.",Paris,"Mathieu Nebra, Pierre Dubuc","$149,703,859",6,"EdTech, Education, Training",101-250,"9 (General Atlantic, Salesforce Ventures, GSV Ventures, Bpifrance, Xavier Niel)",2012
France,43) CybelAngel,CybelAngel is a digital risk management platform that delivers actionable threat intelligence to businesses.,Paris,"Erwan Keraudy, Matthieu Finiasz, Stevan Keraudy","$51,700,000",4,"Analytics, Artificial Intelligence, Cyber Security, Enterprise Software, Information Technology, Internet, Real Time, Risk Management, Security, Software",101-250,"10 (Bpifrance, Serena, Prime Ventures, Olivier Pomel, TempoCap)",2013
France,44) PayFit,Payfit makes it simple and quick for small and medium businesses to pay their employees.,Paris,"Firmin Zocchetto, Florian Fournier, Ghislain de Fontenay","$208,437,448",5,"Employee Benefits, Human Resources, Information Technology, Payments, SaaS, Small and Medium Businesses",251-500,"14 (Eurazeo, Accel, Bpifrance, Kima Ventures, The Family)",2015
France,45) Alkemics,"Alkemics is a collaboration platform that enables retailers and brands to digitize, collect, and share product data in a single, safe location.",Paris,"Antoine Durieux, Antoine Perrin, Benoit Portoleau-Balloy","€ 46,000,000",3,"Internet, Retail, Retail Technology",51-100,"6 (Index Ventures, Cathay Innovation, Partech, Serena, Highland Europe)",2011
France,46) Branded,Branded is a startup that acquires and partners with Amazon's best-performing merchants and brands.,Paris,"Alexis Lanternier, Ben Kaminski, Michael Ronen, Pierre Poignant","$150,000,000",2,"Consumer Goods, E-Commerce, Marketing, Supply Chain Management",101-250,"12 (Target Global, Tiger Global Management, Kima Ventures, Mark Pincus, Maximilian Bittner)",2020
France,47) Meero,Meero is an artificial intelligence (AI) firm that offers better photographic services.,Paris,"Guillaume Lestrade, Thomas Rebaud","$293,434,612",7,"Artificial Intelligence, Computer Vision, Machine Learning, Photography, Video",251-500,"17 (Eurazeo, FJ Labs, White Star Capital, Idinvest Partners, Global Founders Capital)",2016
France,48) Ynsect,The agro-food and environmental biotech industries are served by Ynsect's goods and services.,Paris,"Alexis Angot, Antoine Hubert, Fabrice Berro, Jean-Gabriel Levon","$399,281,338",10,"Agriculture, AgTech, Animal Feed, Biotechnology, Farming, Nutrition",101-250,"21 (Bpifrance, European Commission, FootPrint Coalition, Idinvest Partners, Astanor Ventures)",2011
France,49) ManoMano,"ManoMano is a website that sells DIY, home renovation, and gardening supplies.",Paris,"Christian Raisson, Philippe de Chanville","$350,545,820",5,"DIY, E-Commerce, Home and Garden, Home Improvement, Internet, Marketplace",251-500,"9 (Eurazeo, General Atlantic, Temasek Holdings, Bpifrance, Aglaé Ventures)",2013
France,50) HarfangLab,HarfangLab is working on a hunting software to help firms detect and neutralize assaults on their endpoints.,Paris,"Gregoire Germain, Xavier Boreau","€ 5,000,000",2,"Cyber Security, Network Security, Software",1-10,1 (Elaia),2018
France,51) Yubo,Yubo is a social media site where Generation Z connects with peers all around the world.,Paris,"Arthur Patora, Jérémie Aouate, Sacha Lazimi","$65,700,000",5,"Apps, Mobile, Social Network, Software, Teenagers",11-50,"11 (Village Global, Idinvest Partners, NUMA, Iris Capital, Alven)",2015
France,52) Scality,Scality is a venture-backed software startup that solves issues with large-scale storage and infrastructure management.,Paris,"Bradley King, Daniel Binsfeld, Giorgio Regni, Jerome Lecat, Serge Dugas","$172,000,000",8,"Cloud Data Services, Data Storage, Enterprise Software, Software",101-250,"13 (Menlo Ventures, Bpifrance, Idinvest Partners, Iris Capital, Omnes Capital)",2009
France,53) Memo Bank,Memo Bank is a new small and medium-sized company bank.,Paris,"Jean-Daniel Guyot, Michel Galibert","€ 39,700,000",3,"Banking, Finance, Financial Services",11-50,"28 (Bpifrance, Xavier Niel, BlackFin Capital Partners, Daphni, Serena)",2017
France,54) PrestaShop,"PrestaShop is an open-source e-commerce platform that is used by over 250,000 retailers around the world.",Paris,"Bruno Leveque, Igor Schlumberger","$14,733,259",4,"E-Commerce, Internet, Open Source, Software",101-250,"13 (XAnge, Serena, Seventure Partners, Cyril Vermeulen, Igor Schlumberger)",2007
France,55) Vulog,Vulog creates technology that powers the world's most successful shared mobility enterprises.,Nice,"David Emsellem, Georges GALLAIS","€ 53,100,000",4,"Automotive, Car Sharing, Ride Sharing, SaaS, Software, Subscription Service, Transportation",51-100,"7 (Bpifrance, European Investment Bank, ETF Partners, Frog Capital, Inven Capital)",2006
France,56) Ornikar,"Ornikar is an online driving school that provides a significantly less expensive, less complicated, and speedier option for obtaining a driver's license.",Paris,"Alexandre Chartier, Benjamin Gaignault","$174,348,613",4,"Consumer, E-Learning, Education",101-250,"9 (Eurazeo, Bpifrance, Idinvest Partners, Elaia, Kima Ventures)",2014
France,57) Artur'In,Artur'In is an AI-powered tool that assists real estate agents in implementing innovative digital marketing strategies.,Paris,"Dan Serfaty, Melissa Serfaty, Philippe Jochem, Pierre-Emmanuel Servant, Rodolphe Gougaud, Thierry Lunati","€ 47,500,000",2,"Advertising, Advertising Platforms, Artificial Intelligence, Marketing, Real Estate",11-50,"3 (DN Capital, Providence Strategic Growth, Ventech)",2016
France,58) Ogury,Ogury is working to create a world of highly effective and long-lasting advertising that is based on customer privacy protection.,Paris,"Jean Canzoneri, Jonathan Ferrebeuf, Jules Minvielle, Mathieu Desve, Thomas Pasquet","$92,000,000",5,"Advertising, Big Data, Data Mining, Mobile",251-500,"5 (Idinvest Partners, Ventech, AMA Holdings, Alclan, FACRO INVEST)",2014
France,59) AB Tasty,"For user testing, AB Tasty provides AI-driven experimentation, personalisation, and product optimization tools.",Paris,"Alix Sagazan, Remi Aubert","$65,713,293",5,"A/B Testing, Analytics, Artificial Intelligence, Usability Testing",101-250,"6 (Kima Ventures, Partech, XAnge, Omnes Capital, Crédit Mutuel Innovation)",2009
France,60) Libeo,Libeo is on a mission to make account payables processing and payment easier for small businesses.,Paris,"Jeremy Attuil, Pierre Dutaret, Pierre-Antoine Glandier","€ 26,000,000",3,"B2B, Billing, Financial Services, FinTech, Payments, SaaS",11-50,"5 (DST Global, LocalGlobe, Serena, Breega, Roosh Ventures)",2019
France,61) Alira Health,Alira Health is a global consulting organization.,Paris,,"$35,000,000",1,"Biotechnology, Consulting, Health Care",101-250,1 (Creadev),1999
France,62) Klaxoon,Klaxoon is a collaboration tool that fosters collective intelligence and engagement wherever people collaborate.,Rennes,Matthieu Beucher,"$55,609,154",3,"Collaboration, E-Learning, EdTech, Information Services, Information Technology",251-500,"7 (Bpifrance, White Star Capital, Idinvest Partners, Xavier Niel, Sofiouest)",2014
France,63) Wynd,"Wynd is the world's first unified commerce platform, enabling businesses to accelerate their omnichannel transformation and meet new customer demands.",Paris,"Arthur Perticoz, Ismael Ould","$123,500,000",4,"E-Commerce, Point of Sale, Restaurants, Retail, SaaS, Software",251-500,"11 (Techstars, Bpifrance, Alven, Natixis, R/GA Ventures)",2013
France,64) HR Path,Human capital management software is provided by HR Path.,Paris,"Cyril Courtin, Francois Boulet","€ 248,000,000",4,"Consulting, Human Resources, Software",251-500,"10 (Societe Generale, Crédit Agricole, BNP Paribas, Ardian, Caisse d’Epargne)",2001
France,65) PASQAL,PASQAL develops quantum processors for application in difficult computing problems.,Palaiseau,"Christophe Jurczak, Georges-Olivier Reymond","€ 25,000,000",3,"Computer, Information Technology, Quantum Computing",1-10,"7 (Bpifrance, European Innovation Council, Daphni, Runa Capital, Quantonation)",2019
France,66) Shadow,Shadow is a high-performance cloud-based computer with a hardware evolution that is automated.,Paris,"Asher Kagan, Emmanuel Freund, Stéphane Heliot","$266,238,332",6,"Cloud Computing, Cloud Data Services, Computer, Gaming, Hardware, Mobile, Software",101-250,"13 (Charter Communications, Serena, Binder & Partners Ventures, Financiere Saint James, Investisseurs privés)",2015
France,67) Swile,Swile uses a bespoke card and app to deliver digital solutions for employee rewards and benefits.,Paris,Loic Soubeyrand,"$125,880,034",3,"Apps, Coupons, Food and Beverage, Mobile Payments",251-500,"5 (Index Ventures, Bpifrance, Idinvest Partners, Kima Ventures, Daphni)",2018
France,68) Shippeo,Shippeo is a supply chain visibility technology that gives shippers real-time access to delivery forecasting data.,Paris,"Brice Hua, David Barre, Frederic Jouenne, Jean-Bastien Dussart, Jerome Burtin, Lucien Besse, Pierre Khoury, Thibaut Morlot","$67,891,575",6,"B2B, Freight Service, Mobile, SaaS, Shipping, Supply Chain Management, Transportation",101-250,"11 (Battery Ventures, Bpifrance, Partech, NGP Capital, ETF Partners)",2014
