rank,country,name,description,state,city,started_in,founders,industries,employees,funding_raw,funding_rounds,investors_count,investors_list,source_url,employees_min,employees_max,funding_usd,industries_list,founders_list,text,clean_text,cluster
126,Sweden,Stravito,"For consumer goods companies, we're providing the most powerful and personalized knowledge management technology available.",Stockholms Lan,Stockholm,2017.0,"Andreas Lee, Sarah Lee, Thor Olof Philogène","Computer, Enterprise Software, Knowledge Management, Machine Learning, SaaS, Software",11-50,,2.0,3.0,"[""Inventure"", ""henQ"", ""Creades AB""]",https://www.failory.com/startups/sweden,11.0,50.0,,"[""Computer"", ""Enterprise Software"", ""Knowledge Management"", ""Machine Learning"", ""SaaS"", ""Software""]","[""Andreas Lee"", ""Sarah Lee"", ""Thor Olof Philog\u00c3\u00a8ne""]","For consumer goods companies, we're providing the most powerful and personalized knowledge management technology available.",consumer goods companies providing powerful personalized knowledge management technology available,-1
127,Sweden,PinMeTo,We assist chains and franchisees in reaching out to all potential customers across all relevant web platforms.,Skane Lan,Malmã¶,2013.0,"Daniel Melkersson, Marcus Olsson, Michael Nilsson, Petter Palander","Enterprise Software, Location Based Services, Social Media",11-50,"$7,461,950",7.0,10.0,"[""Almi Invest"", ""H&M CO:LAB"", ""Spintop Ventures"", ""Cloud Capital AB"", ""D-Ax Corporate Venture Capital""]",https://www.failory.com/startups/sweden,11.0,50.0,7461950.0,"[""Enterprise Software"", ""Location Based Services"", ""Social Media""]","[""Daniel Melkersson"", ""Marcus Olsson"", ""Michael Nilsson"", ""Petter Palander""]",We assist chains and franchisees in reaching out to all potential customers across all relevant web platforms.,assist chains franchisees reaching potential customers across relevant web platforms,-1
128,Sweden,Bynk,Bynk is a fintech firm that specializes in data-driven personal loans.,Stockholms Lan,Stockholm,2016.0,"Daniel Laiti, Dennis Ahlsen, Jonas Hultin, Mathias Johansson","Finance, Financial Services, FinTech",11-50,"$72,690,372",3.0,3.0,"[""Schibsted Growth"", ""LMK Ventures"", ""LMK-industri""]",https://www.failory.com/startups/sweden,11.0,50.0,72690372.0,"[""Finance"", ""Financial Services"", ""FinTech""]","[""Daniel Laiti"", ""Dennis Ahlsen"", ""Jonas Hultin"", ""Mathias Johansson""]",Bynk is a fintech firm that specializes in data-driven personal loans.,bynk fintech firm specializes data driven personal loans,7
1,The Netherlands,Lightyear,Lightyear is a solar electric car startup located in the Netherlands that is developing an ultra-energy-efficient automobile platform.,Noord-Brabant,Helmond,2016.0,"Arjo van der Ham, Koen van Ham, Lex Hoefsloot, Martijn Lammers, Qurein Biewenga","Automotive, Electric Vehicle, Energy, Manufacturing, Solar",101-250,,6.0,5.0,"[""EASME - EU Executive Agency for SMEs"", ""BOM"", ""Zero Point Holding"", ""SHV Holdings"", ""Sioux High Tech Software Ltd.""]",https://www.failory.com/startups/the-netherlands,101.0,250.0,,"[""Automotive"", ""Electric Vehicle"", ""Energy"", ""Manufacturing"", ""Solar""]","[""Arjo van der Ham"", ""Koen van Ham"", ""Lex Hoefsloot"", ""Martijn Lammers"", ""Qurein Biewenga""]",Lightyear is a solar electric car startup located in the Netherlands that is developing an ultra-energy-efficient automobile platform.,lightyear solar electric car startup located netherlands developing ultra energy efficient automobile platform,0
2,The Netherlands,dott,"Dott provides dockless, shared electric scooters and bikes as short-distance transportation options.",Noord-Holland,Amsterdam,2018.0,"Henri Moissinac, Maxim Romain","Last Mile Transportation, Mobile Apps, Ride Sharing",51-100,"$140,844,538",4.0,17.0,"[""EQT Ventures"", ""FJ Labs"", ""DN Capital"", ""Prosus Ventures"", ""Felix Capital""]",https://www.failory.com/startups/the-netherlands,51.0,100.0,140844538.0,"[""Last Mile Transportation"", ""Mobile Apps"", ""Ride Sharing""]","[""Henri Moissinac"", ""Maxim Romain""]","Dott provides dockless, shared electric scooters and bikes as short-distance transportation options.",dott provides dockless shared electric scooters bikes short distance transportation options,0
3,The Netherlands,StuDocu,"Students may share information, college notes, and study tips on StuDocu, a student-to-student knowledge sharing website.",Noord-Holland,Amsterdam,2013.0,"Jacques Huppes, Lucas van den Houten, Marnix Broer, Sander Kuijk","E-Learning, EdTech, Education, Internet",11-50,,3.0,4.0,"[""Partech"", ""Point Nine"", ""Peak"", ""Piton Capital""]",https://www.failory.com/startups/the-netherlands,11.0,50.0,,"[""E-Learning"", ""EdTech"", ""Education"", ""Internet""]","[""Jacques Huppes"", ""Lucas van den Houten"", ""Marnix Broer"", ""Sander Kuijk""]","Students may share information, college notes, and study tips on StuDocu, a student-to-student knowledge sharing website.",students may share information college notes study tips studocu student student knowledge sharing website,6
4,The Netherlands,BUX,"Fintech, mobile apps, investments, stocks, and zero-commission trading are all areas where BUX excels.",Noord-Holland,Amsterdam,2014.0,"Egbert Pronk, Joost van de Wijgerd, Nick Bortot, Robbert Bos","Finance, Financial Services, FinTech, Stock Exchanges, Trading Platform",101-250,"$115,785,744",8.0,14.0,"[""Tencent"", ""HV Capital"", ""Prosus Ventures"", ""btov Partners"", ""Endeit Capital""]",https://www.failory.com/startups/the-netherlands,101.0,250.0,115785744.0,"[""Finance"", ""Financial Services"", ""FinTech"", ""Stock Exchanges"", ""Trading Platform""]","[""Egbert Pronk"", ""Joost van de Wijgerd"", ""Nick Bortot"", ""Robbert Bos""]","Fintech, mobile apps, investments, stocks, and zero-commission trading are all areas where BUX excels.",fintech mobile apps investments stocks zero commission trading areas bux excels,7
5,The Netherlands,Picnic,Picnic is a rapidly expanding technology firm that has created a mass-market home delivery system for fast-moving consumer items.,Noord-Holland,Amsterdam,2015.0,"Daniel Gebler, Frederik Nieuwenhuys, Joris Beckers, Michiel Muller","Consumer Applications, Delivery Service, E-Commerce, E-Commerce Platforms, Grocery, Retail, Retail Technology, Shopping",5001-10000,,4.0,9.0,"[""Alumni Ventures Group"", ""Flying Fish Partners"", ""Creative Ventures"", ""Vulcan"", ""ABN AMRO Fund""]",https://www.failory.com/startups/the-netherlands,5001.0,10000.0,,"[""Consumer Applications"", ""Delivery Service"", ""E-Commerce"", ""E-Commerce Platforms"", ""Grocery"", ""Retail"", ""Retail Technology"", ""Shopping""]","[""Daniel Gebler"", ""Frederik Nieuwenhuys"", ""Joris Beckers"", ""Michiel Muller""]",Picnic is a rapidly expanding technology firm that has created a mass-market home delivery system for fast-moving consumer items.,picnic rapidly expanding technology firm created mass market home delivery system fast moving consumer items,3
6,The Netherlands,Redwood Software,"Redwood Software is a global corporation that specializes in task scheduling, report delivery, and SAP integration.",Utrecht,Houten,1993.0,Tijl Vuyk,"Enterprise Software, Software",101-250,,1.0,1.0,"[""Turn/River Capital""]",https://www.failory.com/startups/the-netherlands,101.0,250.0,,"[""Enterprise Software"", ""Software""]","[""Tijl Vuyk""]","Redwood Software is a global corporation that specializes in task scheduling, report delivery, and SAP integration.",redwood software global corporation specializes task scheduling report delivery sap integration,-1
7,The Netherlands,Mollie,Mollie is a payment platform that makes it simple to integrate payments into a website or mobile app.,Noord-Holland,Amsterdam,2004.0,Adriaan Mol,"Apps, E-Commerce, Financial Services, FinTech, Internet, Mobile Payments, Payments",251-500,,2.0,6.0,"[""TCV"", ""Sebastian Siemiatkowski"", ""Laurence A. Tosi"", ""Niklas Adalberth"", ""ApolloCapital""]",https://www.failory.com/startups/the-netherlands,251.0,500.0,,"[""Apps"", ""E-Commerce"", ""Financial Services"", ""FinTech"", ""Internet"", ""Mobile Payments"", ""Payments""]","[""Adriaan Mol""]",Mollie is a payment platform that makes it simple to integrate payments into a website or mobile app.,mollie payment platform makes simple integrate payments website mobile app,7
8,The Netherlands,bunq,The Bank of The Free is bunq. A bank that is completely self-contained and makes life simple.,Noord-Holland,Amsterdam,2012.0,Ali Niknam,"Banking, Financial Services, FinTech, Information Services, Information Technology",101-250,,4.0,1.0,"[""Ali Niknam""]",https://www.failory.com/startups/the-netherlands,101.0,250.0,,"[""Banking"", ""Financial Services"", ""FinTech"", ""Information Services"", ""Information Technology""]","[""Ali Niknam""]",The Bank of The Free is bunq. A bank that is completely self-contained and makes life simple.,bank free bunq bank completely self contained makes life simple,7
9,The Netherlands,Mosa Meat,Mosa Meat is a company that makes a slaughter-free hamburger from cow cells.,Limburg,Maastricht,2013.0,"Mark Post, Peter Verstrate","Food and Beverage, Food Processing",51-100,"$95,964,133",5.0,12.0,"[""Target Global"", ""ArcTern Ventures"", ""Mitsubishi Corporation"", ""Blue Horizon Ventures"", ""Agronomics""]",https://www.failory.com/startups/the-netherlands,51.0,100.0,95964133.0,"[""Food and Beverage"", ""Food Processing""]","[""Mark Post"", ""Peter Verstrate""]",Mosa Meat is a company that makes a slaughter-free hamburger from cow cells.,mosa meat company makes slaughter free hamburger cow cells,2
10,The Netherlands,Otrium,Otrium is an online fashion outlet marketplace that uses technology to help designers transform unsold inventory into profit.,Noord-Holland,Amsterdam,2015.0,"Max Klijnstra, Milan Daniels","E-Commerce, Fashion, Internet, Marketplace, Retail",101-250,,6.0,8.0,"[""Index Ventures"", ""Eight Roads Ventures"", ""Bond"", ""Adriaan Mol"", ""Keadyn""]",https://www.failory.com/startups/the-netherlands,101.0,250.0,,"[""E-Commerce"", ""Fashion"", ""Internet"", ""Marketplace"", ""Retail""]","[""Max Klijnstra"", ""Milan Daniels""]",Otrium is an online fashion outlet marketplace that uses technology to help designers transform unsold inventory into profit.,otrium online fashion outlet marketplace uses technology help designers transform unsold inventory profit,4
11,The Netherlands,Bitfury Group,Bitfury is the world's premier bitcoin and blockchain technology consulting firm.,Noord-Holland,Amsterdam,2011.0,"Valery Nebesny, Valery Vavilov","Bitcoin, Blockchain, Data Center, FinTech, Hardware, Information Services, Information Technology, Mining, Mining Technology",501-1000,"$170,000,000",6.0,24.0,"[""Blockchain Capital"", ""Galaxy Digital"", ""Dentsu"", ""Macquarie Capital"", ""Bill Tai""]",https://www.failory.com/startups/the-netherlands,501.0,1000.0,170000000.0,"[""Bitcoin"", ""Blockchain"", ""Data Center"", ""FinTech"", ""Hardware"", ""Information Services"", ""Information Technology"", ""Mining"", ""Mining Technology""]","[""Valery Nebesny"", ""Valery Vavilov""]",Bitfury is the world's premier bitcoin and blockchain technology consulting firm.,bitfury world premier bitcoin blockchain technology consulting firm,7
12,The Netherlands,Change Invest,Change is an investing solution with the goal of allowing everyone to contribute to the world's progress.,Noord-Holland,Amsterdam,2016.0,"Gustav Liblik, Kristjan Kangro","Banking, Blockchain, Finance, Financial Services, FinTech",11-50,"$22,250,349",3.0,1.0,"[""Enabling Future""]",https://www.failory.com/startups/the-netherlands,11.0,50.0,22250349.0,"[""Banking"", ""Blockchain"", ""Finance"", ""Financial Services"", ""FinTech""]","[""Gustav Liblik"", ""Kristjan Kangro""]",Change is an investing solution with the goal of allowing everyone to contribute to the world's progress.,change investing solution goal allowing everyone contribute world progress,7
13,The Netherlands,Kaizo,Customer service and AI-powered and gamified Workforce Performance Management (WPM) for the world's largest remote-working population,Noord-Holland,Amsterdam,2018.0,"Christoph Auer-Welsbach, Dominik Blattner","Artificial Intelligence, Customer Service, Gamification, Machine Learning, SaaS",11-50,"$7,000,000",2.0,6.0,"[""Gradient Ventures"", ""Partech"", ""Fortino Capital"", ""Daniel Gebler"", ""River Venture Partners""]",https://www.failory.com/startups/the-netherlands,11.0,50.0,7000000.0,"[""Artificial Intelligence"", ""Customer Service"", ""Gamification"", ""Machine Learning"", ""SaaS""]","[""Christoph Auer-Welsbach"", ""Dominik Blattner""]",Customer service and AI-powered and gamified Workforce Performance Management (WPM) for the world's largest remote-working population,customer service ai powered gamified workforce performance management wpm world largest remote working population,10
14,The Netherlands,Orderchamp,Orderchamp is a marketplace that connects local communities with independent businesses and brands to deliver wholesale services.,Noord-Holland,Amsterdam,2019.0,"Dennis Cuijpers, Joost Brugmans, Max Verduyn, Menno Wolvers, Ruud Stelder","B2B, E-Commerce, E-Commerce Platforms, Marketplace, PaaS",11-50,,3.0,5.0,"[""henQ"", ""Prime Ventures"", ""Thomas Plantenga"", ""Zhong Xu"", ""Stefan van den Berg""]",https://www.failory.com/startups/the-netherlands,11.0,50.0,,"[""B2B"", ""E-Commerce"", ""E-Commerce Platforms"", ""Marketplace"", ""PaaS""]","[""Dennis Cuijpers"", ""Joost Brugmans"", ""Max Verduyn"", ""Menno Wolvers"", ""Ruud Stelder""]",Orderchamp is a marketplace that connects local communities with independent businesses and brands to deliver wholesale services.,orderchamp marketplace connects local communities independent businesses brands deliver wholesale services,4
15,The Netherlands,GreenFlux,"With our smart EV charging infrastructure, GreenFlux enables customers to accelerate EV adoption and the usage of sustainable energy.",Noord-Holland,Amsterdam,2011.0,"Hans de Boer, Jurjen de Jong","Electric Vehicle, Energy Management, Software",51-100,,2.0,4.0,"[""SET Ventures"", ""BOM"", ""Eneco group"", ""ICT Group N.V.""]",https://www.failory.com/startups/the-netherlands,51.0,100.0,,"[""Electric Vehicle"", ""Energy Management"", ""Software""]","[""Hans de Boer"", ""Jurjen de Jong""]","With our smart EV charging infrastructure, GreenFlux enables customers to accelerate EV adoption and the usage of sustainable energy.",smart ev charging infrastructure greenflux enables customers accelerate ev adoption usage sustainable energy,0
16,The Netherlands,Naduvi,Naduvi is an online marketplace that sells a variety of interior design materials from a variety of manufacturers for use in residential projects.,Noord-Holland,Amsterdam,2019.0,Itai Gross,"E-Commerce, Home Decor, Interior Design, Online Portals",51-100,,2.0,8.0,"[""Fores Ventures"", ""FJ Labs"", ""All Iron Ventures"", ""Begin Capital"", ""Slingshot Ventures""]",https://www.failory.com/startups/the-netherlands,51.0,100.0,,"[""E-Commerce"", ""Home Decor"", ""Interior Design"", ""Online Portals""]","[""Itai Gross""]",Naduvi is an online marketplace that sells a variety of interior design materials from a variety of manufacturers for use in residential projects.,naduvi online marketplace sells variety interior design materials variety manufacturers use residential projects,4
